index,f_g_small_i_count,f_g_all_caps_wordcount,f_g_sentence_wo_cap_at_start,f_g_sentence_lower_at_start,f_g_fullstop_wo_whitespace_count,f_g_a_an_error_count,f_g_cont_punct_count,f_i_quotation_count,f_i_emoticons_count,f_i_happy_emoticons_count,f_i_question_count,f_i_exclamation_count,f_o_sentiment_score_neg,f_o_sentiment_score_neu,f_o_sentiment_score_pos,f_o_he_she_ratio,f_o_swear_word_count,f_d_character_count,f_d_word_count,f_d_sentence_count,f_d_punctuation_count,f_d_digit_count,f_d_uppercase_count,f_d_short_word_count,f_d_alphabet_count,f_d_contraction_count,f_d_word_without_vowels_count,f_d_hapax_legomenon_count,f_c_mean_word_length,f_c_mean_sentence_length,f_c_word_length_standard_deviation,f_c_sentence_length_standard_deviation,f_c_mean_word_frequency,f_c_lexical_diversity_coefficient,f_c_syntactic_complexity_coefficient,f_c_herdans_log_type_token_richness,f_p_pos_common_noun_ratio,f_p_pos_proper_noun_ratio,f_p_pos_base_adjective_ratio,f_p_pos_comparative_adjective_ratio,f_p_pos_superlative_adjective_ratio,f_p_pos_base_adverb_ratio,f_p_pos_comparative_adverb_ratio,f_p_pos_superlative_adverb_ratio,f_p_pos_infinitive_verb_ratio,f_p_pos_present_tense_1st_2nd_person_verb_ratio,f_p_pos_present_tense_3rd_person_verb_ratio,f_p_pos_past_tense_verb_ratio,f_p_pos_present_participle_verb_ratio,f_p_pos_past_participle_verb_ratio,f_p_pos_modal_auxiliary_verb_ratio,f_p_pos_pronoun_ratio,f_p_pos_genetive_ratio,f_p_pos_interjection_ratio,f_p_pos_foreign_word_ratio,f_p_pos_numeral_ratio,f_p_pos_parenthesis_ratio
2102,0,0,14,0,0,0,0,14,0,0,2,3,0.052398555,0.31813273,0.62946874,1.1875,0,3087,682,55,142,0,81,452,26,1,75,189,3.771,3.771,2.208,2.208,2.344,0.277,0.0,0.803,0.129,0.047,0.044,0.0,0.0,0.069,0.004,0.0,0.022,0.016,0.01,0.095,0.029,0.01,0.003,0.128,0.0,0.001,0.0,0.001,0.0
3511,0,0,6,0,0,0,2,6,0,0,0,0,0.37098327,0.51726365,0.111753106,0.5454545454545454,4,3067,652,28,93,0,76,439,27,0,51,221,3.903,3.903,2.322,2.322,2.09,0.339,0.0,0.833,0.152,0.08,0.046,0.002,0.005,0.048,0.0,0.0,0.04,0.021,0.008,0.067,0.025,0.026,0.015,0.071,0.0,0.002,0.0,0.003,0.006
1392,0,0,1,1,0,0,0,0,0,0,4,0,0.3041324,0.5468286,0.14903894,0.07692307692307693,0,3044,677,47,101,0,78,481,26,0,80,181,3.647,3.647,2.155,2.155,2.326,0.267,0.0,0.798,0.148,0.012,0.031,0.004,0.001,0.062,0.004,0.0,0.034,0.018,0.0,0.092,0.025,0.018,0.016,0.151,0.0,0.0,0.0,0.004,0.0
1721,0,0,4,2,0,0,0,10,0,0,1,0,0.5405981,0.42084485,0.038557056,1.3333333333333333,0,3088,674,33,138,0,90,464,25,0,82,185,3.81,3.81,2.326,2.326,2.34,0.274,0.0,0.802,0.123,0.08,0.034,0.0,0.001,0.053,0.001,0.0,0.025,0.012,0.01,0.085,0.028,0.019,0.004,0.108,0.0,0.0,0.0,0.006,0.0
742,0,1,22,6,0,0,1,16,0,0,8,6,0.4142871,0.45203346,0.1336795,1.3846153846153846,4,3004,682,55,135,0,62,478,26,1,73,178,3.679,3.679,2.296,2.296,2.36,0.261,0.0,0.794,0.148,0.031,0.023,0.0,0.001,0.063,0.0,0.001,0.034,0.016,0.012,0.078,0.021,0.009,0.012,0.117,0.0,0.003,0.0,0.004,0.0
637,0,0,6,1,0,1,1,10,0,0,1,1,0.14066584,0.6829521,0.17638206,1.5,1,3084,729,47,153,0,88,542,26,1,93,204,3.492,3.492,2.131,2.131,2.285,0.28,0.0,0.807,0.176,0.052,0.047,0.001,0.001,0.047,0.003,0.0,0.018,0.014,0.003,0.073,0.016,0.016,0.001,0.103,0.0,0.0,0.0,0.005,0.0
3000,0,0,12,0,0,0,1,12,0,0,4,1,0.37707093,0.5411298,0.081799224,0.7272727272727273,0,3034,699,49,112,0,59,523,25,0,64,182,3.567,3.567,1.965,1.965,2.453,0.26,0.0,0.795,0.142,0.02,0.019,0.003,0.0,0.06,0.001,0.0,0.037,0.016,0.013,0.086,0.026,0.011,0.014,0.17,0.0,0.003,0.0,0.0,0.0
3288,0,4,3,2,0,0,5,0,0,0,2,6,0.6592804,0.27756807,0.063151516,2.0,4,3063,704,35,157,7,92,505,25,2,124,222,3.597,3.597,2.277,2.277,2.127,0.315,0.0,0.824,0.165,0.037,0.055,0.0,0.003,0.071,0.001,0.0,0.037,0.021,0.027,0.04,0.021,0.01,0.007,0.102,0.0,0.006,0.001,0.016,0.017
1720,0,0,4,0,0,0,0,14,0,0,4,1,0.45398912,0.48101318,0.06499768,13.0,2,3055,686,32,177,0,86,475,28,0,100,190,3.752,3.752,2.332,2.332,2.341,0.277,0.0,0.803,0.152,0.076,0.039,0.009,0.001,0.051,0.003,0.0,0.025,0.013,0.006,0.08,0.017,0.015,0.004,0.087,0.0,0.0,0.0,0.004,0.0
3024,0,5,11,1,0,0,1,10,0,0,3,6,0.6067369,0.3518527,0.0414104,2.0,2,3033,648,54,122,0,115,425,27,0,54,227,3.921,3.921,2.331,2.331,1.988,0.35,0.0,0.838,0.16,0.085,0.029,0.0,0.003,0.045,0.0,0.0,0.031,0.002,0.009,0.076,0.026,0.02,0.014,0.085,0.0,0.002,0.0,0.0,0.0
48,0,0,0,0,0,0,0,2,0,0,0,0,0.39133203,0.5473957,0.06127227,16.0,0,3079,654,27,85,0,45,455,27,0,37,180,3.875,3.875,2.198,2.198,2.255,0.275,0.0,0.801,0.157,0.032,0.054,0.009,0.002,0.073,0.006,0.002,0.041,0.005,0.015,0.083,0.018,0.017,0.006,0.084,0.0,0.002,0.0,0.008,0.0
1572,0,1,11,0,0,0,4,10,0,0,6,5,0.28699648,0.61031306,0.102690466,24.0,1,3090,747,48,288,5,93,563,26,0,135,195,3.462,3.462,2.108,2.108,2.417,0.261,0.0,0.797,0.124,0.056,0.031,0.0,0.003,0.039,0.001,0.0,0.028,0.017,0.009,0.071,0.024,0.009,0.003,0.115,0.0,0.001,0.0,0.004,0.005
921,0,0,17,0,0,0,0,18,0,0,0,0,0.14189333,0.6360963,0.22201037,0.25,2,2972,682,37,133,0,80,477,27,0,106,223,3.686,3.686,2.277,2.277,2.221,0.327,0.0,0.829,0.17,0.078,0.048,0.001,0.0,0.043,0.004,0.0,0.031,0.016,0.06,0.012,0.019,0.015,0.007,0.085,0.0,0.0,0.0,0.004,0.0
3415,0,4,25,2,0,0,0,25,0,0,3,22,0.40976632,0.4593449,0.13088879,6.0,11,3091,759,74,232,0,122,569,27,1,121,219,3.444,3.444,2.217,2.217,2.232,0.289,0.0,0.813,0.161,0.08,0.065,0.0,0.001,0.03,0.0,0.0,0.037,0.014,0.007,0.058,0.029,0.004,0.0,0.074,0.0,0.004,0.0,0.0,0.0
1222,0,1,1,0,0,0,3,0,0,0,4,0,0.4125294,0.48878458,0.098685965,0.05405405405405406,2,3027,664,54,112,0,71,484,25,0,40,174,3.738,3.738,2.203,2.203,2.355,0.262,0.0,0.794,0.163,0.027,0.044,0.0,0.0,0.065,0.0,0.0,0.048,0.008,0.003,0.093,0.014,0.014,0.018,0.139,0.0,0.002,0.0,0.002,0.0
2268,0,0,14,1,0,0,2,22,0,0,4,2,0.33843818,0.54557645,0.1159854,1.1,0,3054,723,45,163,0,82,530,27,0,105,217,3.557,3.557,2.213,2.213,2.252,0.3,0.0,0.817,0.119,0.064,0.035,0.0,0.003,0.059,0.004,0.0,0.051,0.018,0.008,0.082,0.019,0.011,0.011,0.107,0.0,0.003,0.0,0.006,0.003
3635,0,1,14,1,0,0,0,15,0,0,4,1,0.21866989,0.6009435,0.18038659,0.05263157894736842,0,3099,732,48,154,0,82,548,26,0,133,201,3.518,3.518,2.374,2.374,2.507,0.275,0.0,0.804,0.137,0.016,0.029,0.0,0.004,0.049,0.0,0.0,0.025,0.023,0.004,0.096,0.016,0.019,0.008,0.168,0.0,0.003,0.0,0.003,0.0
3220,0,1,10,0,0,0,0,9,0,0,1,0,0.5620116,0.38029554,0.05769288,0.45,1,3024,671,36,92,4,59,474,27,0,52,177,3.703,3.703,2.044,2.044,2.363,0.264,0.0,0.795,0.137,0.037,0.028,0.004,0.0,0.061,0.001,0.0,0.033,0.004,0.004,0.11,0.027,0.01,0.007,0.145,0.0,0.001,0.0,0.007,0.0
1558,0,0,14,0,0,2,0,14,0,0,4,2,0.5477825,0.3975724,0.054645088,0.5217391304347826,3,3046,692,57,121,0,86,496,26,0,53,181,3.63,3.63,2.097,2.097,2.362,0.262,0.0,0.795,0.133,0.049,0.035,0.003,0.0,0.048,0.0,0.0,0.036,0.009,0.006,0.087,0.013,0.019,0.02,0.153,0.0,0.0,0.0,0.003,0.0
3103,0,1,11,2,0,0,1,11,0,0,4,4,0.39968765,0.48905906,0.11125326,2.4,1,3046,667,47,117,0,83,468,27,0,60,204,3.801,3.801,2.405,2.405,2.246,0.306,0.0,0.818,0.15,0.061,0.049,0.001,0.003,0.057,0.0,0.001,0.031,0.004,0.004,0.07,0.022,0.028,0.006,0.085,0.0,0.003,0.0,0.001,0.006
2893,0,0,21,0,0,0,0,21,0,0,6,0,0.26310778,0.5964779,0.14041431,2.857142857142857,0,3088,758,57,161,0,82,582,25,0,120,186,3.401,3.401,2.213,2.213,2.569,0.245,0.0,0.788,0.124,0.033,0.045,0.001,0.0,0.045,0.001,0.0,0.045,0.034,0.017,0.067,0.013,0.008,0.005,0.129,0.0,0.004,0.0,0.003,0.0
2526,0,0,12,0,0,0,3,12,0,0,1,0,0.49641663,0.44767246,0.055910856,8.0,13,3096,709,34,140,0,54,517,27,1,85,239,3.669,3.669,2.327,2.327,2.162,0.337,0.0,0.834,0.171,0.049,0.065,0.0,0.001,0.048,0.0,0.0,0.038,0.011,0.018,0.062,0.027,0.01,0.006,0.08,0.0,0.0,0.0,0.001,0.003
1116,0,0,17,6,0,0,0,11,0,0,5,1,0.23981656,0.61371666,0.14646675,0.6666666666666666,11,3027,700,54,128,0,57,519,27,0,60,211,3.571,3.571,2.117,2.117,2.333,0.301,0.0,0.817,0.163,0.016,0.046,0.0,0.0,0.061,0.0,0.0,0.026,0.006,0.001,0.111,0.019,0.02,0.004,0.121,0.0,0.0,0.0,0.0,0.0
2335,0,6,6,1,0,0,5,8,0,0,0,7,0.3264348,0.5295943,0.1439709,11.0,0,2981,639,45,168,0,86,437,27,0,58,166,3.887,3.887,2.241,2.241,2.324,0.26,0.0,0.791,0.156,0.038,0.067,0.011,0.0,0.061,0.002,0.0,0.031,0.0,0.003,0.066,0.03,0.019,0.016,0.067,0.0,0.002,0.005,0.002,0.0
3565,0,0,10,0,0,0,0,12,0,0,7,0,0.31468037,0.5627723,0.12254729,2.1,3,3091,710,53,118,0,82,512,25,0,60,194,3.585,3.585,2.079,2.079,2.391,0.273,0.0,0.802,0.125,0.038,0.035,0.0,0.001,0.042,0.001,0.0,0.032,0.011,0.0,0.1,0.028,0.017,0.008,0.135,0.0,0.004,0.0,0.003,0.0
1532,0,0,2,1,0,0,0,1,0,0,1,0,0.15439615,0.72573936,0.11986444,0.13333333333333333,0,2123,475,27,59,0,50,342,26,0,53,142,3.621,3.621,2.201,2.201,2.22,0.299,0.0,0.804,0.139,0.006,0.027,0.002,0.0,0.063,0.004,0.0,0.038,0.011,0.0,0.099,0.027,0.019,0.008,0.16,0.0,0.0,0.0,0.006,0.004
2672,0,1,19,0,0,0,1,20,0,0,6,15,0.30470183,0.5041321,0.19116604,0.5,1,3036,741,75,194,0,114,552,26,0,111,183,3.443,3.443,2.199,2.199,2.503,0.247,0.0,0.788,0.13,0.063,0.036,0.001,0.0,0.055,0.0,0.0,0.034,0.013,0.008,0.09,0.019,0.005,0.001,0.132,0.0,0.0,0.0,0.0,0.0
1553,0,0,21,1,0,1,1,19,0,0,9,1,0.1416833,0.6207122,0.23760447,0.18181818181818182,5,3048,715,49,137,0,68,529,24,0,93,194,3.561,3.561,2.094,2.094,2.352,0.271,0.0,0.802,0.162,0.056,0.042,0.0,0.0,0.046,0.0,0.001,0.027,0.021,0.007,0.077,0.028,0.01,0.008,0.098,0.0,0.0,0.0,0.004,0.0
3531,0,1,1,1,0,0,0,1,0,0,4,1,0.62430465,0.33919644,0.03649895,0.08,1,3065,696,40,112,0,68,516,27,0,87,207,3.622,3.622,2.189,2.189,2.203,0.297,0.0,0.815,0.144,0.02,0.066,0.003,0.0,0.07,0.001,0.0,0.052,0.019,0.016,0.053,0.022,0.01,0.016,0.115,0.0,0.0,0.0,0.009,0.0
2251,0,0,14,5,0,2,0,17,0,0,7,5,0.13658702,0.61240524,0.25100774,2.3333333333333335,0,3076,673,44,138,3,67,452,28,1,63,206,3.838,3.838,2.373,2.373,2.164,0.306,0.0,0.818,0.172,0.042,0.061,0.0,0.0,0.051,0.001,0.0,0.027,0.018,0.009,0.065,0.022,0.016,0.012,0.097,0.0,0.0,0.0,0.004,0.0
2341,0,0,6,0,0,0,1,10,0,0,7,1,0.4186283,0.4716816,0.10969002,6.0,0,3076,696,42,157,9,90,517,27,0,90,200,3.684,3.684,2.207,2.207,2.26,0.287,0.0,0.809,0.142,0.075,0.053,0.006,0.0,0.04,0.001,0.001,0.04,0.022,0.013,0.049,0.019,0.011,0.007,0.089,0.0,0.0,0.0,0.014,0.006
3454,0,0,9,0,0,0,1,9,0,0,0,3,0.25559336,0.54715645,0.19725017,1.5454545454545454,1,3031,663,42,106,0,60,466,26,0,47,199,3.771,3.771,2.116,2.116,2.174,0.3,0.0,0.815,0.161,0.03,0.039,0.0,0.0,0.06,0.0,0.0,0.032,0.012,0.005,0.098,0.012,0.026,0.008,0.13,0.0,0.002,0.0,0.008,0.0
3375,0,0,13,0,0,1,0,13,0,0,5,0,0.28273788,0.6162095,0.1010526,0.5909090909090909,1,3089,681,41,108,0,50,489,27,0,54,212,3.753,3.753,2.276,2.276,2.248,0.311,0.0,0.821,0.16,0.013,0.051,0.0,0.001,0.05,0.0,0.003,0.029,0.01,0.013,0.076,0.025,0.01,0.01,0.145,0.0,0.001,0.0,0.001,0.0
2412,0,0,13,2,0,0,0,11,0,0,1,10,0.15432411,0.4734354,0.37224048,3.0,0,3043,700,42,135,0,63,492,27,1,105,208,3.597,3.597,2.338,2.338,2.28,0.297,0.0,0.815,0.15,0.014,0.034,0.0,0.003,0.044,0.0,0.0,0.033,0.016,0.006,0.087,0.023,0.021,0.009,0.136,0.0,0.003,0.0,0.007,0.0
3403,0,0,18,0,0,0,0,17,0,0,3,2,0.5943625,0.33399677,0.071640685,0.6428571428571429,4,3051,738,48,135,0,69,568,26,2,111,184,3.419,3.419,1.996,1.996,2.554,0.249,0.0,0.79,0.15,0.023,0.02,0.003,0.0,0.034,0.001,0.0,0.042,0.043,0.012,0.06,0.019,0.008,0.009,0.184,0.0,0.0,0.0,0.004,0.0
2963,0,1,8,0,0,0,0,15,0,0,7,0,0.2982335,0.5778029,0.12396359,0.2777777777777778,0,3060,740,42,158,0,103,554,26,0,132,178,3.409,3.409,2.142,2.142,2.534,0.241,0.0,0.784,0.134,0.038,0.038,0.0,0.0,0.059,0.0,0.0,0.039,0.007,0.004,0.093,0.011,0.005,0.019,0.177,0.0,0.0,0.0,0.001,0.0
3819,0,0,17,0,0,0,0,19,0,0,7,6,0.1729139,0.68201184,0.14507425,1.0,0,3043,676,39,107,0,98,473,26,0,83,162,3.75,3.75,2.088,2.088,2.494,0.24,0.0,0.781,0.135,0.093,0.025,0.0,0.0,0.058,0.0,0.0,0.043,0.019,0.019,0.061,0.018,0.004,0.013,0.089,0.0,0.001,0.0,0.001,0.0
2505,0,1,8,1,0,0,1,16,0,0,6,6,0.11756526,0.51694465,0.36549008,0.47058823529411764,0,3087,712,37,149,2,89,519,25,3,93,161,3.625,3.625,2.183,2.183,2.57,0.226,0.0,0.774,0.111,0.066,0.038,0.004,0.001,0.053,0.003,0.0,0.031,0.021,0.024,0.066,0.015,0.004,0.006,0.122,0.0,0.003,0.0,0.003,0.0
2582,0,14,23,2,0,0,4,24,0,0,10,12,0.39467192,0.53252625,0.07280187,1.1,0,3091,744,85,197,0,167,567,27,0,112,140,3.508,3.508,2.226,2.226,2.715,0.188,0.0,0.747,0.108,0.097,0.027,0.0,0.001,0.046,0.0,0.0,0.051,0.016,0.005,0.099,0.016,0.009,0.011,0.11,0.0,0.003,0.0,0.0,0.0
1178,0,0,0,0,0,0,0,0,0,0,0,0,0.2875201,0.5232884,0.18919142,0.1935483870967742,3,3100,662,37,106,0,63,463,27,0,47,218,3.869,3.869,2.341,2.341,2.192,0.329,0.0,0.829,0.159,0.047,0.03,0.002,0.002,0.056,0.006,0.003,0.032,0.009,0.006,0.095,0.015,0.02,0.012,0.115,0.0,0.0,0.0,0.005,0.0
2104,0,0,18,3,0,0,1,16,0,0,6,4,0.043352548,0.41934693,0.5373005,0.8095238095238095,0,3088,714,59,149,0,79,510,27,0,70,174,3.583,3.583,2.065,2.065,2.559,0.244,0.0,0.785,0.105,0.052,0.048,0.001,0.0,0.069,0.003,0.001,0.024,0.015,0.013,0.098,0.018,0.01,0.006,0.154,0.0,0.001,0.0,0.007,0.0
3011,0,1,11,0,0,0,0,13,0,0,3,7,0.38102365,0.5309059,0.08807045,2.25,2,3039,673,43,139,2,85,479,26,0,80,209,3.759,3.759,2.316,2.316,2.192,0.311,0.0,0.82,0.131,0.062,0.042,0.004,0.003,0.07,0.0,0.0,0.022,0.012,0.012,0.065,0.043,0.009,0.006,0.113,0.0,0.003,0.0,0.004,0.003
3641,0,4,29,2,0,0,1,27,0,0,2,6,0.38962275,0.50729275,0.103084475,13.0,3,3089,768,56,198,0,128,561,27,4,121,217,3.395,3.395,2.095,2.095,2.37,0.283,0.0,0.81,0.134,0.085,0.025,0.001,0.0,0.043,0.0,0.0,0.031,0.022,0.007,0.078,0.022,0.005,0.009,0.092,0.0,0.001,0.0,0.007,0.003
2046,0,1,13,0,0,0,0,14,0,0,5,10,0.413573,0.5198462,0.06658085,2.2222222222222223,1,3081,723,43,98,2,88,531,25,1,77,146,3.474,3.474,1.87,1.87,2.781,0.202,0.0,0.757,0.111,0.064,0.026,0.003,0.001,0.051,0.0,0.0,0.044,0.017,0.017,0.102,0.022,0.008,0.007,0.145,0.0,0.0,0.0,0.003,0.0
867,0,0,10,0,0,0,0,17,0,0,3,0,0.40557337,0.5296637,0.0647629,3.8333333333333335,0,3038,697,48,150,0,96,487,26,1,91,183,3.66,3.66,2.237,2.237,2.489,0.263,0.0,0.796,0.155,0.043,0.046,0.003,0.0,0.039,0.0,0.0,0.029,0.013,0.007,0.075,0.013,0.022,0.014,0.11,0.0,0.003,0.0,0.006,0.0
926,0,0,5,0,0,0,0,4,0,0,0,0,0.34618825,0.5322061,0.1216057,0.1794871794871795,1,3031,671,32,94,0,40,471,27,0,61,192,3.73,3.73,2.165,2.165,2.306,0.286,0.0,0.808,0.162,0.016,0.037,0.001,0.003,0.043,0.001,0.0,0.048,0.015,0.055,0.031,0.03,0.019,0.013,0.13,0.0,0.0,0.0,0.001,0.0
997,0,17,4,1,0,0,0,22,0,0,6,19,0.5189555,0.3796174,0.10142708,2.0,0,3085,749,35,234,5,248,585,26,2,164,158,3.475,3.475,2.231,2.231,2.675,0.211,0.0,0.765,0.115,0.163,0.029,0.001,0.001,0.04,0.001,0.0,0.044,0.021,0.049,0.017,0.005,0.007,0.015,0.08,0.0,0.007,0.0,0.011,0.003
2921,0,0,26,1,0,0,1,26,0,0,6,0,0.4816858,0.46056664,0.057747588,0.46153846153846156,1,3092,753,53,173,0,82,571,25,1,121,187,3.452,3.452,2.097,2.097,2.429,0.248,0.0,0.79,0.142,0.044,0.039,0.003,0.0,0.065,0.003,0.0,0.027,0.024,0.001,0.096,0.007,0.017,0.003,0.104,0.0,0.001,0.0,0.001,0.0
1584,0,8,18,8,0,0,0,18,0,0,4,0,0.060086463,0.37553227,0.56438124,3.6666666666666665,0,3045,805,65,171,2,114,654,25,1,147,140,3.134,3.134,1.768,1.768,3.004,0.174,0.0,0.739,0.102,0.05,0.043,0.0,0.002,0.051,0.0,0.0,0.042,0.043,0.02,0.063,0.009,0.009,0.007,0.133,0.0,0.001,0.001,0.001,0.0
3107,0,6,10,1,0,0,1,11,1,0,6,4,0.5419563,0.37193143,0.0861122,3.8333333333333335,6,3087,724,67,174,3,123,529,25,0,80,222,3.539,3.539,2.095,2.095,2.201,0.307,0.0,0.82,0.123,0.065,0.029,0.0,0.004,0.069,0.0,0.0,0.032,0.012,0.006,0.095,0.021,0.021,0.004,0.099,0.0,0.003,0.0,0.001,0.001
210,0,1,8,0,0,0,3,11,0,0,3,1,0.35700572,0.58270764,0.060286634,6.5,1,3023,653,34,145,2,80,450,27,0,73,191,3.85,3.85,2.203,2.203,2.148,0.292,0.0,0.81,0.156,0.063,0.061,0.002,0.002,0.041,0.0,0.002,0.025,0.014,0.003,0.07,0.02,0.021,0.009,0.112,0.0,0.002,0.0,0.0,0.0
1550,0,0,24,0,0,0,0,26,0,0,13,6,0.44404218,0.4550257,0.10093209,0.6666666666666666,2,3045,741,78,199,0,112,556,27,0,131,183,3.445,3.445,2.288,2.288,2.414,0.247,0.0,0.788,0.119,0.047,0.04,0.0,0.001,0.063,0.0,0.0,0.03,0.022,0.008,0.067,0.022,0.008,0.011,0.131,0.0,0.003,0.0,0.007,0.0
59,0,1,14,0,0,0,1,18,0,0,7,3,0.23523901,0.66763955,0.09712143,8.0,1,3095,714,53,167,2,110,506,26,0,96,178,3.657,3.657,2.232,2.232,2.388,0.249,0.0,0.789,0.14,0.091,0.039,0.004,0.0,0.053,0.001,0.0,0.039,0.006,0.004,0.081,0.014,0.011,0.008,0.07,0.0,0.001,0.0,0.007,0.008
1593,0,0,4,1,0,0,0,3,0,0,6,0,0.23708533,0.537259,0.2256557,3.4444444444444446,6,3034,678,17,96,2,70,510,26,1,58,129,3.634,3.634,1.809,1.809,2.897,0.19,0.0,0.745,0.125,0.084,0.037,0.001,0.003,0.055,0.001,0.0,0.041,0.012,0.01,0.097,0.025,0.018,0.009,0.127,0.0,0.0,0.0,0.01,0.0
1278,0,5,2,0,0,0,1,1,0,0,12,13,0.21425864,0.50837135,0.27737,1.6666666666666667,9,3050,717,46,206,1,127,533,28,1,125,198,3.558,3.558,3.181,3.181,2.269,0.276,0.0,0.804,0.165,0.059,0.047,0.007,0.0,0.05,0.001,0.0,0.039,0.021,0.025,0.029,0.018,0.017,0.011,0.082,0.0,0.01,0.001,0.006,0.006
3734,0,0,23,5,0,0,0,21,0,0,7,3,0.28621927,0.59797966,0.11580103,0.5652173913043478,0,3053,731,68,166,0,95,537,27,0,111,174,3.514,3.514,2.244,2.244,2.574,0.238,0.0,0.782,0.115,0.053,0.033,0.0,0.001,0.052,0.0,0.0,0.029,0.025,0.022,0.081,0.021,0.008,0.005,0.141,0.0,0.0,0.0,0.0,0.0
2571,0,0,5,1,0,0,0,5,0,0,1,0,0.44834358,0.4875367,0.06411973,0.5555555555555556,1,3081,613,31,112,0,50,398,27,0,37,224,4.212,4.212,2.578,2.578,2.023,0.365,0.0,0.843,0.175,0.036,0.054,0.002,0.0,0.052,0.002,0.0,0.036,0.005,0.005,0.08,0.024,0.026,0.016,0.134,0.0,0.0,0.0,0.0,0.003
765,0,0,31,1,0,0,0,39,0,0,6,10,0.10473285,0.5804167,0.31485045,10.0,0,3091,801,71,227,2,131,598,27,4,179,143,3.325,3.325,2.04,2.04,3.046,0.179,0.0,0.742,0.11,0.081,0.045,0.0,0.001,0.039,0.0,0.001,0.031,0.032,0.019,0.059,0.016,0.01,0.009,0.097,0.0,0.004,0.0,0.005,0.0
3672,0,0,7,0,0,0,0,8,0,0,1,0,0.30029127,0.5915775,0.1081313,0.23809523809523808,6,3087,648,34,94,0,62,443,27,1,43,227,3.948,3.948,2.263,2.263,2.031,0.35,0.0,0.838,0.148,0.045,0.04,0.002,0.0,0.066,0.003,0.0,0.034,0.015,0.005,0.08,0.031,0.011,0.008,0.11,0.0,0.0,0.0,0.003,0.0
1894,0,1,23,5,0,0,0,20,0,0,3,8,0.461948,0.4635999,0.074452154,0.18181818181818182,3,3044,696,56,168,0,86,493,27,0,83,212,3.677,3.677,2.226,2.226,2.238,0.305,0.0,0.818,0.145,0.065,0.02,0.0,0.0,0.042,0.0,0.0,0.032,0.017,0.001,0.075,0.019,0.019,0.003,0.091,0.0,0.009,0.001,0.001,0.0
1078,0,0,4,0,0,0,0,5,0,0,3,0,0.3998958,0.5120983,0.08800592,2.4,1,3080,637,32,110,0,69,416,27,0,34,217,4.03,4.03,2.616,2.616,2.102,0.341,0.0,0.833,0.17,0.038,0.071,0.006,0.002,0.044,0.0,0.0,0.022,0.005,0.003,0.086,0.022,0.019,0.005,0.089,0.0,0.0,0.0,0.003,0.0
1106,0,1,16,0,0,0,0,16,0,0,1,5,0.38276154,0.54387486,0.07336357,2.125,1,3071,666,42,144,0,82,455,26,0,69,208,3.904,3.904,2.546,2.546,2.191,0.312,0.0,0.821,0.158,0.045,0.044,0.003,0.002,0.066,0.002,0.0,0.026,0.015,0.008,0.074,0.021,0.021,0.009,0.096,0.0,0.0,0.002,0.0,0.0
3163,0,13,0,0,0,0,0,9,0,0,2,7,0.45775083,0.4636744,0.07857483,0.42857142857142855,0,3076,684,23,89,0,137,501,27,1,97,172,3.67,3.67,2.045,2.045,2.375,0.251,0.0,0.789,0.129,0.095,0.035,0.001,0.0,0.06,0.0,0.0,0.047,0.023,0.048,0.037,0.009,0.007,0.009,0.133,0.0,0.0,0.0,0.0,0.0
3775,0,0,8,0,0,0,4,7,0,0,8,0,0.27279493,0.6026178,0.124587215,0.05555555555555555,1,2937,651,18,109,1,48,477,26,0,57,172,3.69,3.69,1.995,1.995,2.376,0.264,0.0,0.795,0.18,0.052,0.054,0.0,0.005,0.06,0.002,0.0,0.023,0.009,0.003,0.095,0.012,0.008,0.0,0.118,0.0,0.0,0.0,0.002,0.0
2069,0,7,6,0,0,0,0,7,0,0,2,0,0.40776497,0.5268488,0.06538619,0.21428571428571427,0,2991,650,32,85,0,85,470,25,0,71,173,3.788,3.788,2.053,2.053,2.338,0.266,0.0,0.796,0.143,0.057,0.031,0.009,0.0,0.048,0.005,0.0,0.034,0.009,0.008,0.091,0.045,0.015,0.006,0.132,0.0,0.0,0.0,0.005,0.0
582,0,0,9,0,0,0,0,22,0,0,6,0,0.35148463,0.5214079,0.12710747,1.2857142857142858,0,3032,732,50,172,0,90,529,25,0,113,188,3.492,3.492,2.137,2.137,2.448,0.257,0.0,0.794,0.12,0.03,0.034,0.004,0.0,0.074,0.003,0.0,0.04,0.019,0.011,0.066,0.007,0.014,0.016,0.156,0.0,0.003,0.0,0.003,0.0
1188,0,4,1,0,0,0,0,2,0,0,0,1,0.33403042,0.57167083,0.09429877,1.0,0,3072,670,38,115,0,81,456,26,0,49,183,3.746,3.746,2.102,2.102,2.182,0.273,0.0,0.801,0.169,0.028,0.039,0.003,0.0,0.054,0.003,0.001,0.015,0.007,0.004,0.088,0.021,0.03,0.004,0.088,0.0,0.0,0.0,0.007,0.0
1104,0,0,4,0,0,0,0,5,0,0,3,0,0.3998958,0.5120983,0.08800592,2.4,1,3080,637,32,110,0,69,416,27,0,34,217,4.03,4.03,2.616,2.616,2.102,0.341,0.0,0.833,0.17,0.038,0.071,0.006,0.002,0.044,0.0,0.0,0.022,0.005,0.003,0.086,0.022,0.019,0.005,0.089,0.0,0.0,0.0,0.003,0.0
